Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,"Employment Change, 2024-2034",Projected Job Openings,Education,Top Education Level,Top Education Rate,Sample Job Titles,Job Description,exposure_filter,necessity_filter,elasticity_filter,ai_category,role_resilience_score,final_ranking,key_drivers,altpath url,altpath simple title,Emerging Job Titles
2,49-3022.00,Automotive Glass Installers and Repairers,Y,https://www.onetonline.org/link/summary/49-3022.00,"$22.72 hourly, $47,260 annual",Average (3% to 4%),3.6,"1,400",90% High school diploma or equivalent | 9% Less than high school diploma,High school diploma or equivalent,90%,"Automotive Glass Installer (Auto Glass Installer), Automotive Glass Technician (Auto Glass Technician), Automotive Glazier (Auto Glazier), Glass Installer, Glass Installer Technician, Glass Technician, Glass Technician/Installer, Master Automotive Glass Technician (Master Auto Glass Technician), Windshield Installer, Windshield Repair Technician",Replace or repair broken windshields and window glass in motor vehicles.,3.2,2.05,2,Will Evolve,1.81,0.361,"This job will evolve but remains grounded in hands-on work that AI cannot replace. Replacing and repairing auto glass demands significant physical dexterity—technicians must maneuver fragile panels into varied vehicle frames, apply precise adhesives, and work in unpredictable conditions like mobile service calls. AI may improve diagnostics, inventory management, or scheduling, reshaping daily workflows, but the core installation task still requires a skilled human on-site. With average job growth expected, demand for vehicles and windshield repairs continues to sustain steady employment.",https://altpath.org/discover/lmgabg1ig23rhv1gkfhnc7gf,Auto Glass Repairer,
1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Y,https://www.onetonline.org/link/summary/35-9011.00,"$15.71 hourly, $32,670 annual",Faster than average (5% to 6%),6.3,"99,600",74% High school diploma or equivalent | 22% Less than high school diploma,High school diploma or equivalent,74%,"Bar Back, Bus Boy, Bus Person, Busboy, Dietary Aid, Dietary Aide, Dining Room Attendant, Server, Server Assistant, Shift Manager","Facilitate food service. Clean tables, remove dirty dishes, replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",3.4,1.79,2,High Automation Risk,1.8,0.361,"This job faces significant automation risk because most of its core tasks—clearing dishes, restocking supplies, and resetting tables—are routine and repetitive, with little need for complex judgment, trust-building, or creative thinking. The main factor keeping humans in these roles is the physical dexterity required to navigate busy, unpredictable dining environments, handling fragile dishware and working around patrons in tight spaces. Despite AI pressure, demand for food-service workers is still growing due to an expanding restaurant and hospitality industry, which provides a near-term buffer against job losses.",https://altpath.org/discover/umht1tou989z439z7esftx89,Helper--Food Service,
4,33-3021.06,Intelligence Analysts,Y,https://www.onetonline.org/link/summary/33-3021.06,"$44.99 hourly, $93,580 annual",Decline (-1% or lower),,"7,800",65% Bachelor’s degree | 13% Master’s degree,Bachelor's degree,65%,"Crime Analyst, Criminal Intelligence Analyst, Criminal Intelligence Analyst Supervisor, Criminal Intelligence Specialist, Criminal Research Specialist, Detective and Intelligence Analyst, Intelligence Analyst, Intelligence Officer, Intelligence Research Specialist, Supervisor Intelligence Analyst","Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",3.0,3.0,2,Less Immediate Change,1.81,0.361,"Intelligence analysts face less immediate disruption because their core work demands novel judgment in high-stakes, ambiguous situations—deciding whether fragmentary tips signal a real terrorism threat, for example, requires experienced intuition that AI cannot reliably replicate. They also carry significant legal and ethical accountability for the consequences of their assessments, which keeps humans firmly in the decision loop. While AI will increasingly help sift massive data volumes, the field's modest decline reflects government restructuring rather than wholesale replacement of human analysts.",https://altpath.org/discover/cupjnurab0u365yw9o940hl7,Intelligence Analyst,
2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4081.00,"$22.14 hourly, $46,060 annual",Little or no change,-0.5,"12,800",82% High school diploma or equivalent | 8% Post-secondary certificate,High school diploma or equivalent,82%,"Cell Technician, CNC Machine Setter (Computer Numerically Controlled Machine Setter), CNC Machinist (Computer Numerically Controlled Machinist), CNC Operator (Computer Numerically Controlled Operator), Die Setter, Machine Operator, Machine Technician, Machinist, Operator, Set-Up Person","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",3.0,1.53,3,Less Immediate Change,1.81,0.361,"This job faces less immediate disruption because much of the work still requires a person to be physically present—loading materials, adjusting multiple machine types, and handling the hands-on setup that varies from one production run to the next. AI and advanced robotics have not yet reached the point where they can flexibly manage the variety of cutting and forming equipment these workers oversee. However, overall demand for the role is flat, so while automation isn't replacing these workers soon, the field isn't expected to grow either.",https://altpath.org/discover/hbg3oall8nw4fmh7f7tz8gnl,Metal & Plastic Machine Tool Operator,
2,49-9052.00,Telecommunications Line Installers and Repairers,Y,https://www.onetonline.org/link/summary/49-9052.00,"$33.90 hourly, $70,500 annual",Decline (-1% or lower),-3.1,"8,900",60% High school diploma or equivalent | 14% Post-secondary certificate,High school diploma or equivalent,60%,"Cable Splicer, Cable Technician, Cable Television Technician (CATV Technician), Combination Technician, Field Service Technician, Installation and Repair Technician (I & R Technician), Installer, Lineman, Outside Plant Technician, Service Technician","Install and repair telecommunications cable, including fiber optics.",3.0,2.49,2,Less Immediate Change,1.81,0.361,"This job is largely protected from AI automation because it demands intensive hands-on physical work—climbing poles, threading fiber-optic cable through conduits, and making precise splices in unpredictable outdoor environments that robots cannot easily navigate. Workers also exercise real-time judgment when diagnosing faults in complex cable networks or adapting repairs to unusual site conditions. However, the overall number of positions is expected to shrink slightly as telecommunications infrastructure needs shift, so the role remains steady but is gradually restructuring rather than growing.",https://altpath.org/discover/vilcoznjmmjz0a1cg9xem0qg,Telecomm Line Installer,
2,35-3041.00,"Food Servers, Nonrestaurant",Y,https://www.onetonline.org/link/summary/35-3041.00,"$16.57 hourly, $34,460 annual",Average (3% to 4%),3.0,"48,000",48% High school diploma or equivalent | 27% Less than high school diploma,High school diploma or equivalent,48%,"Diet Aide, Dietary Aide, Dietary Assistant, Dietary Service Aide, Food Service Assistant, Food Service Worker, Room Server, Room Service Server, Server, Tray Server","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",3.4,1.96,2,Will Evolve,1.8,0.36,"This job will evolve rather than disappear because it depends heavily on physically navigating varied spaces—hotel hallways, hospital rooms, care facilities, and curbside settings—carrying and delivering meals by hand in environments that robots still struggle with. AI and automation may streamline ordering, routing, and inventory tasks behind the scenes, but a human worker is still needed to handle trays, adapt to tight or unpredictable spaces, and attend to individuals in person. Steady demand from healthcare and hospitality keeps growth on track even as daily workflows shift.",https://altpath.org/discover/neqh1bwe13l6p04r9iv8dnfk,Nonrestaurant Food Server,
3,17-3027.01,Automotive Engineering Technicians,Y,https://www.onetonline.org/link/summary/17-3027.01,"$33.04 hourly, $68,730 annual",Little or no change,,"3,200",37% Associate’s degree | 30% Bachelor’s degree,Associate's degree,37%,"Emissions Engineer, Engineering Team Supervisor, Laboratory Technician (Lab Technician), Research Technician, Test Engineer","Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency.",3.2,2.09,3,Will Evolve,1.8,0.359,"Automotive engineering technicians still need hands-on work in labs and test facilities—physically setting up experimental devices, running durability tests, and troubleshooting prototype hardware that can't be fully replicated in software. They also apply accumulated project knowledge and judgment when evaluating whether a proposed design change is actually practical. AI will increasingly handle data analysis, simulation, and routine reporting, reshaping daily tasks and freeing technicians to focus on complex physical testing and real-world problem-solving. The job is expected to remain steady, though day-to-day responsibilities will shift significantly.",https://altpath.org/discover/w06oe4bwvbv480jipqyqmw43,Automotive Engineering Technician,
3,17-3022.00,Civil Engineering Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3022.00,"$30.86 hourly, $64,200 annual",Slower than average (1% to 2%),2.1,"5,500","30% Post-secondary certificate | 28% Some college, no degree",Post-secondary certificate,30%,"Civil Designer, Civil Engineering Assistant, Civil Engineering Designer, Civil Engineering Technician, Design Technician, Engineer Technician, Engineering Assistant, Engineering Specialist, Engineering Technician, Transportation Engineering Technician","Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",3.6,2.26,2,Will Evolve,1.8,0.359,"Civil engineering technologists and technicians still need to visit construction sites, inspect structures, and work hands-on with physical conditions that vary from project to project—tasks that require on-the-ground presence and familiarity built over time with specific sites and local requirements. AI will increasingly handle routine calculations, drafting, and data analysis, reshaping daily work rather than replacing it. Growth is slow but steady, as infrastructure projects continue to need human technicians who can bridge digital designs and real-world field conditions.",https://altpath.org/discover/cuthtv0wj28ia0se2r6vxi5g,Civil Engineering Technologist,
4,15-1244.00,Network and Computer Systems Administrators,Y,https://www.onetonline.org/link/summary/15-1244.00,"$46.54 hourly, $96,800 annual",Decline (-1% or lower),-4.2,"14,300",52% Bachelor’s degree | 20% Associate’s degree,Bachelor's degree,52%,"Information Analyst, Information Technology Specialist (IT Specialist), LAN Specialist (Local Area Network Specialist), Local Area Network Administrator (LAN Administrator), Network Administrator, Network Coordinator, Network Manager, Systems Administrator (Systems Admin)","Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software.",3.4,2.0,3,Will Evolve,1.79,0.359,"Network and computer systems administrators will see their daily work reshaped by AI rather than replaced, because their most valuable skill—deep, accumulated knowledge of their organization's unique infrastructure, history, and quirks—is hard to automate. AI tools will increasingly handle routine monitoring, log reviews, and software updates, but someone who understands how all the pieces fit together in a specific environment is still essential for troubleshooting and planning. While overall headcount may shrink, the role is restructuring around higher-level problem-solving and infrastructure strategy rather than disappearing.",https://altpath.org/discover/g00rdbwajt16m0qqse388gqe,Computer Network Administrator,
3,51-9195.05,"Potters, Manufacturing",Y,https://www.onetonline.org/link/summary/51-9195.05,"$21.97 hourly, $45,690 annual",Faster than average (5% to 6%),,"5,500","31% Some college, no degree | 30% High school diploma or equivalent","Some college, no degree",31%,"Clay Mixer, Glazer, Jigger Artisan, Jigger Machine Operator, Potter, Production Potter","Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products.",3.0,1.96,2,Less Immediate Change,1.79,0.359,"Manufacturing potters rely heavily on hands-on machine operation and manual dexterity—shaping clay on wheels, feeding pug mills, and adjusting jigger machines—tasks that require constant physical interaction with unpredictable materials. Current AI and robotics struggle to replicate the fine tactile adjustments needed when working with wet clay in real time, which keeps this role relatively shielded from near-term automation. The occupation also benefits from faster-than-average job growth, reflecting steady demand for ceramic and stoneware products that supports continued need for skilled human operators.",https://altpath.org/discover/f4auj7kez73ce2c2pj3o7iw9,Potter,
2,39-4021.00,Funeral Attendants,Y,https://www.onetonline.org/link/summary/39-4021.00,"$16.64 hourly, $34,610 annual",Average (3% to 4%),3.1,"5,700",47% High school diploma or equivalent | 22% Associate’s degree,High school diploma or equivalent,47%,"Apprentice Funeral Director, Crematory Operator, Family Services Assistant (FSA), Funeral Assistant, Funeral Attendant, Funeral Greeter, Funeral Home Assistant, Funeral Home Associate, Funeral Home Attendant, Funeral Service Apprentice","Perform variety of tasks during funeral, such as placing casket in parlor or chapel prior to service; arranging floral offerings or lights around casket; directing or escorting mourners; closing casket; and issuing and storing funeral equipment.",3.2,2.67,1,Will Evolve,1.79,0.358,"Funeral attendants will continue to be needed because their work is fundamentally hands-on—moving caskets, arranging displays, and physically guiding mourners through emotionally charged moments. Families in grief also rely on the compassionate human presence of attendants, making personal trust essential to the role. AI may streamline behind-the-scenes scheduling or logistics, reshaping some daily tasks, but the physical and emotional core of the job ensures it evolves rather than disappears, supported by steady demographic demand.",https://altpath.org/discover/b1a650c62eg4vf7j9j1xbtfr,Funeral Attendant,
2,47-3012.00,Helpers--Carpenters,Y,https://www.onetonline.org/link/summary/47-3012.00,"$20.00 hourly, $41,600 annual",Faster than average (5% to 6%),4.5,"2,700",High school diploma,High school diploma,,"Carpenter Assistant, Installer, Carpenter Helper, Carpenter's Helper, Carpenter/Labor, Carpentry, Drywall Hanger, Framer, Form Setter, Form Setter/Driver, Framing and Hanging, Hanger","Help carpenters by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.",3.4,2.05,2,Will Evolve,1.79,0.358,"Carpenter helpers rely heavily on hands-on physical work—carrying lumber, holding materials in place, operating tools, and cleaning up active job sites. These tasks happen in unpredictable, ever-changing environments that robots and AI still handle poorly, which is the main reason the role persists. At the same time, AI-driven tools like automated measuring or prefabrication may shift some of what helpers do day to day, making the role evolve rather than disappear. Faster-than-average job growth reflects ongoing demand for construction labor even as technology reshapes workflows.",https://altpath.org/discover/f0oqzrt7aeuxst7c2xsmk27z,Helper--Carpenter,
1,47-5051.00,"Rock Splitters, Quarry",Y,https://www.onetonline.org/link/summary/47-5051.00,"$22.82 hourly, $47,460 annual",Average (3% to 4%),4.4,400,50% Less than high school diploma | 31% High school diploma or equivalent,Less than high school diploma,50%,"Blaster, Driller, Quarry Worker, Rock Splitter, Splitter Operator, Stone Breaker, Stone Splitter",Separate blocks of rough dimension stone from quarry mass using jackhammer and wedges.,3.2,2.05,2,Will Evolve,1.79,0.358,"Rock splitting in quarries demands heavy physical labor in rugged, unpredictable outdoor environments—operating jackhammers, positioning wedges, and reading natural stone fractures—tasks that are extremely difficult for robots to replicate on uneven terrain with variable rock conditions. AI and advanced machinery will increasingly assist with planning cuts and monitoring equipment, reshaping how splitters do their work rather than replacing them. Steady demand for dimension stone, combined with average job growth projections, means skilled quarry workers will still be needed even as their tools become smarter.",https://altpath.org/discover/bf2goakqy9wfff585ktyh6op,Quarry Rock Splitter,
3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3024.00,"$34.02 hourly, $70,760 annual",Slower than average (1% to 2%),1.1,"1,300",32% Post-secondary certificate | 30% Associate’s degree,Post-secondary certificate,32%,"Electro-Mechanic, Electro-Mechanical Technician (E/M Technician), Electronic Technician, Engineering Technician, Laboratory Technician (Lab Technician), Maintenance Technician, Mechanical Technician, Product Test Specialist, Test Technician, Tester","Operate, test, maintain, or calibrate unmanned, automated, servo-mechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment at worksites, such as oil rigs, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",3.6,1.7,3,High Automation Risk,1.79,0.357,"Much of this role—testing, calibrating, and operating automated or robotic equipment—involves routine technical procedures that AI and smarter self-diagnosing machines can increasingly handle, putting it at serious automation risk. That said, some hands-on work in unpredictable physical environments like oil rigs or deep-ocean sites still requires a human who understands the equipment's history and quirks to troubleshoot on the spot. With only slow job growth projected, fewer positions are expected even as those remaining shift toward supervising and maintaining increasingly autonomous systems.",https://altpath.org/discover/nejoixcu226dftwyfe0j8lg9,Electro-Mechanical Technologist,
1,39-3091.00,Amusement and Recreation Attendants,Y,https://www.onetonline.org/link/summary/39-3091.00,"$14.66 hourly, $30,490 annual",Average (3% to 4%),3.4,"102,400",64% Less than high school diploma | 32% High school diploma or equivalent,Less than high school diploma,64%,"Activities Attendant, Golf Starter and Ranger, Recreation Aide, Recreation Attendant, Recreation Clerk, Recreation Leader, Ride Operator, Service Representative, Ski Lift Operator, Sports Complex Attendant","Perform variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides.",3.6,1.96,2,Will Evolve,1.78,0.356,"This job will evolve rather than disappear because it heavily relies on physical presence—operating rides, setting up equipment, and moving through facilities to assist guests in person. AI and automated systems may handle scheduling, ticketing, and concession transactions, reshaping daily routines. However, someone still needs to be physically on-site to manage equipment safely, assist visitors, and respond to real-world situations. With average job growth expected, demand for these attendants remains steady even as technology changes what their shifts look like.",https://altpath.org/discover/fz3kuxtikqjsjkq60rtrvu02,Recreation Facility Attendant,
2,43-5011.00,Cargo and Freight Agents,Y,https://www.onetonline.org/link/summary/43-5011.00,"$23.99 hourly, $49,900 annual",Much faster than average (7% or higher),8.5,"8,800","31% Bachelor’s degree | 19% Some college, no degree",Bachelor's degree,31%,"Cargo Agent, Documentation Clerk, Drop Shipment Clerk, Freight Broker, Intermodal Dispatcher, International Coordinator, Load Planner, Logistics Coordinator, Logistics Service Representative, Operations Manager","Expedite and route movement of incoming and outgoing cargo and freight shipments in airline, train, and trucking terminals, and shipping docks. Take orders from customers and arrange pickup of freight and cargo for delivery to loading platform. Prepare and examine bills of lading to determine shipping charges and tariffs.",3.4,1.82,2,Will Evolve,1.78,0.356,"Cargo and freight agents will see their day-to-day work reshaped by AI, but the role won't disappear—demand for shipping is actually growing much faster than average. The specific human edge here is the deep, accumulated knowledge of carrier quirks, terminal workflows, and customer shipping patterns that agents build over time, which helps them solve unusual routing problems AI can't yet handle well. AI will increasingly handle routine paperwork like bills of lading and rate lookups, freeing agents to focus on exception management, coordination across partners, and keeping complex shipments on track.",https://altpath.org/discover/c21vlujsbwqi2q88kuc5gglb,Cargo Agent,
3,49-2097.00,Audiovisual Equipment Installers and Repairers,Y,https://www.onetonline.org/link/summary/49-2097.00,"$24.34 hourly, $50,620 annual",Much faster than average (7% or higher),6.6,"2,600",38% High school diploma or equivalent,High school diploma or equivalent,38%,"Electronic Technician, Field Service Representative, Field Service Technician, Home Theater Installer, Installer, Low Voltage Electrician, Satellite Installer, Service Technician, Television Analyzer, Television Repairman","Repair, adjust, or install audio or television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment equipment.",3.6,2.05,2,Will Evolve,1.77,0.355,"This job will evolve but remains firmly grounded in hands-on work—installers and repairers must physically mount, wire, and troubleshoot audiovisual equipment in unique home and commercial environments, a task that demands real-world dexterity no software can replace. AI may streamline diagnostics or help technicians identify faults faster, reshaping day-to-day workflows, but the core physical installation and repair work stays human. Strong projected job growth reflects rising demand for increasingly complex home entertainment and smart-building systems that need skilled hands on-site.",https://altpath.org/discover/kq41bvt5728rie5sneb7nilc,Audiovisual Equipment Installer,
5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1111.00,"$71,470 annual",Slower than average (1% to 2%),2.0,"1,200",39% Master’s degree | 26% Doctoral degree,Master's degree,39%,"Adjunct Instructor, Assistant Professor, Assistant Professor of Criminal Justice, Associate Professor, Associate Professor of Criminal Justice, Criminal Justice Professor, Instructor, Professor, Professor of Criminal Justice, Sociology Professor","Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",3.4,2.91,1,Will Evolve,1.77,0.355,"Criminal justice professors will see AI reshape much of their daily work—automated grading, AI-generated case studies, and research assistance will transform how they prepare and deliver courses. However, what keeps this role necessary is the transformative mentoring relationship: guiding students through ethically complex, real-world criminal justice scenarios requires an instructor who is personally changed by ongoing engagement with students and the field. Growth is slow, but the job restructures around deeper mentoring and discussion rather than disappearing.",https://altpath.org/discover/mjtx5vix8mjilxwyvs845x74,Postsecondary Criminal Justice Teacher,
4,29-2011.01,Cytogenetic Technologists,Y,https://www.onetonline.org/link/summary/29-2011.01,"$29.75 hourly, $61,890 annual",Slower than average (1% to 2%),,"22,600",76% Bachelor’s degree | 24% Post-baccalaureate certificate,Bachelor's degree,76%,"Clinical Cytogeneticist Scientist (CCS), Clinical Laboratory Specialist in Cytogenetics (CLSp(CG)), Cytogenetic Technologist, Cytogenetics Laboratory Manager (Cytogenetics Lab Manager), Head of Cytogenetics, Lead Cytogenetic Technologist, Lead Technologist in Cytogenetics, Senior Cytogenetic Technologist, Senior Cytogenetics Laboratory Director, Technical Specialist, Cytogenetics","Analyze chromosomes found in biological specimens such as amniotic fluids, bone marrow, and blood to aid in the study, diagnosis, or treatment of genetic diseases.",3.4,2.4,2,Will Evolve,1.78,0.355,"Cytogenetic technologists will see their daily work reshaped by AI tools that can rapidly scan and sort chromosome images, but human experts remain essential for making careful judgment calls in complex or ambiguous cases—such as interpreting unusual karyotypes that could affect a patient's diagnosis or treatment. The role also carries real accountability, since errors in genetic analysis have serious medical and ethical consequences. Expect the profession to evolve rather than vanish, with slower growth reflecting a stable but restructuring field where technologists increasingly oversee and validate AI-assisted analyses.",https://altpath.org/discover/nosulmgs82osm8bexcmf8e5f,Cytogenetic Technologist,
4,29-2011.00,Medical and Clinical Laboratory Technologists,Y,https://www.onetonline.org/link/summary/29-2011.00,"$29.75 hourly, $61,890 annual",Slower than average (1% to 2%),,"22,600",52% Bachelor’s degree,Bachelor's degree,52%,"Chief Medical Technologist, Clinical Laboratory Scientist (CLS), Clinical Laboratory Technologist, Histologist Technologist, Medical Laboratory Technologist (Medical Lab Tech), Medical Technologist (MT), Medical Technologist, Clinical Laboratory Scientist, Microbiologist, Microbiology Technologist, Research Assistant","Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",3.4,2.4,2,Will Evolve,1.78,0.355,"AI is already reshaping this role by automating routine test analysis and pattern recognition, but lab technologists are still needed to handle physical specimens, exercise judgment when results are ambiguous or conflicting, and bear accountability for diagnostic accuracy in high-stakes situations. Increasingly, these professionals will oversee and validate AI-driven instruments rather than perform every step manually. Growth is modest because efficiency gains offset some demand, but the job is restructuring around quality control, complex troubleshooting, and supervision of automated systems rather than disappearing.",https://altpath.org/discover/q03udam2nwxwj1egoom9woc6,Medical Lab Technologist,
5,19-1011.00,Animal Scientists,Y,https://www.onetonline.org/link/summary/19-1011.00,"$38.04 hourly, $79,120 annual",Faster than average (5% to 6%),5.8,200,43% Doctoral degree | 22% Master’s degree,Doctoral degree,43%,"Animal Nutrition Consultant, Animal Nutritionist, Animal Scientist, Beef Cattle Specialist, Dairy Nutrition Consultant, Nutritionist, Research and Development Director (R&D Director), Research Center Partner, Research Nutritionist, Research Scientist","Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals.",3.2,2.0,2,Will Evolve,1.77,0.354,"Animal scientists will evolve because AI can accelerate data-heavy tasks like genomic analysis, nutritional modeling, and statistical research, but the work still demands novel expert judgment when designing experiments and interpreting ambiguous biological outcomes across genetics, reproduction, and development. AI tools will free researchers from routine data processing, letting them focus on managing complex research pipelines and overseeing AI-driven analytical systems. With faster-than-average job growth driven by agricultural demand, the role is shifting rather than shrinking.",https://altpath.org/discover/skn3z67at6iipztdoy59ecw8,Animal Scientist,
2,47-3016.00,Helpers--Roofers,Y,https://www.onetonline.org/link/summary/47-3016.00,"$19.51 hourly, $40,590 annual",Faster than average (5% to 6%),5.7,600,High school diploma,High school diploma,,"Kettleman, Roof Technician, Roofer Helper, Roofing Laborer","Help roofers by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.",3.4,2.05,2,Will Evolve,1.77,0.354,"Roofing helper work is deeply physical—carrying materials up ladders, holding tools in place on steep or uneven surfaces, and cleaning up debris in unpredictable outdoor conditions. Robots and drones can't yet navigate the varied, hazardous environments roofers face daily, so human hands and feet on the roof remain essential. While AI may improve job-site planning or safety monitoring, the core labor stays manual. Faster-than-average job growth reflects strong construction demand, meaning these roles will persist but may incorporate new tech-assisted workflows over time.",https://altpath.org/discover/t7xnxs36maj5w5rueurf6l01,Helper--Roofer,
2,31-2022.00,Physical Therapist Aides,Y,https://www.onetonline.org/link/summary/31-2022.00,"$16.59 hourly, $34,520 annual",Average (3% to 4%),2.8,"6,600",34% High school diploma or equivalent | 25% Associate’s degree,High school diploma or equivalent,34%,"Clinical Rehabilitation Aide, Physical Therapist Aide (PTA), Physical Therapist Technician (Physical Therapy Tech), Physical Therapy Aide (PTA), Physical Therapy Attendant, Physical Therapy Technician, Rehabilitation Aide, Rehabilitation Attendant, Restorative Aide (RA), Restorative Care Technician","Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",3.6,2.14,2,Will Evolve,1.77,0.354,"Physical therapist aides are protected mainly because their work is hands-on—they physically set up treatment areas, position patients, and assist with equipment in ways that require real-world dexterity and presence. AI may streamline scheduling, documentation, or inventory tasks around them, but it can't replace the in-person bodily support these aides provide. Steady demand from an aging population offers a modest tailwind, so the role will shift toward working alongside new tools rather than being replaced by them.",https://altpath.org/discover/vap5jkf5zlad4lqhj99hhzn6,Physical Therapist Aide,
2,39-6011.00,Baggage Porters and Bellhops,Y,https://www.onetonline.org/link/summary/39-6011.00,"$17.32 hourly, $36,020 annual",Decline (-1% or lower),-1.6,"4,600",42% Less than high school diploma | 41% High school diploma or equivalent,Less than high school diploma,42%,"Bell Captain, Bell Person, Bellhop, Bellman, Bellperson, Doorman, Ground Support Agent, Sky Cap, Skycap, Valet",Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.,3.6,1.96,3,Will Evolve,1.77,0.353,"This job will evolve rather than disappear, largely because it depends heavily on physical presence and hands-on dexterity—lifting, carrying, and maneuvering luggage through crowded lobbies, stairs, and tight spaces that robots still struggle with. While overall employment is slowly shrinking as some properties experiment with automated luggage systems and self-service kiosks, the role is restructuring rather than vanishing. Porters and bellhops may increasingly use digital tools for tracking bags or coordinating arrivals, but the core hands-on service work remains stubbornly human.",https://altpath.org/discover/glkc7uer50rodmrg8wwarp56,Baggage Porter,
2,51-2051.00,Fiberglass Laminators and Fabricators,Y,https://www.onetonline.org/link/summary/51-2051.00,"$22.00 hourly, $45,760 annual",Average (3% to 4%),4.2,"2,100",46% High school diploma or equivalent | 43% Less than high school diploma,High school diploma or equivalent,46%,"Boat Builder, Boat Carpenter, Chopper Gun Operator, Fiberglass Laminator, Fiberglass Technician, Fiberglasser, Gel-Coater, Lamination Technician, Laminator, Roller","Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",3.0,1.79,2,Less Immediate Change,1.76,0.353,"Fiberglass laminating is hands-on work that demands significant physical dexterity—laying up layers of material on molds, smoothing out air pockets, and handling wet resin in tight or curved spaces that current robotics struggle to navigate reliably. Because so much of the job depends on manual skill in a workshop environment, AI and automation tools have limited ability to replace these tasks in the near term. Steady demand for boats, specialty vehicles, and composite parts also supports average job growth going forward.",https://altpath.org/discover/t1h5bzy0p7tv6jbysi5obiul,Fiberglass Fabricator,
2,11-9071.00,Gambling Managers,Y,https://www.onetonline.org/link/summary/11-9071.00,"$41.14 hourly, $85,580 annual",Slower than average (1% to 2%),1.2,600,"57% High school diploma or equivalent | 30% Some college, no degree",High school diploma or equivalent,57%,"Assistant Casino Shift Manager, Bingo Manager, Casino Manager, Casino Shift Manager, Gaming Director, Gaming Manager, Slot Manager, Slot Operations Director, Table Games Manager, Table Games Shift Manager","Plan, direct, or coordinate gaming operations in a casino. May formulate house rules.",3.0,2.77,1,Less Immediate Change,1.76,0.352,"Gambling managers are relatively shielded from immediate AI disruption because their work depends heavily on deep institutional knowledge built over years—understanding a specific casino's culture, clientele, and operational quirks—and on navigating complex interpersonal and political dynamics among staff, regulators, and high-value patrons. Much of their day involves relationship management and judgment calls that don't lend themselves to easy automation. However, the industry itself is growing slowly, so while these roles remain stable, new openings will be limited.",https://altpath.org/discover/g6j7gw3tlifxf5lumcs9kpiz,Gambling Manager,
